ticket_id,Summary,service,entity,team,Work type,work_type_pred,impact_pred,urgency_pred,priority_pred,priority_score,confidence,severity_offset,age_factor,difficulty_factor,combined_offset,age_days,is_resolved,resolution_days,service_is_critical,service_unresolvable,ev_work_type,ev_scope,ev_outage_extent,ev_workaround,ev_regulatory_or_security,ev_deadline_pressure,Priority_original_random,Urgency_original_random,Impact_original_random
T09662,External email warning received for Emailed Support Tickets,Emailed Support Tickets,Germany,Service Desk,Incident,Incident,high,low,medium,0.5011,1.0,0.3,1.0,,0.5059,186.5090277777778,False,,False,True,Incident,external_counterparty,partial_degradation,none,False,none,medium,lowest,lowest
T09663,Automated alert triggered for Cash Management,Cash Management,Nordics,Treasury & Cash,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,20.549305555555556,True,False,Incident,one_entity,partial_degradation,none,False,none,lowest,highest,low
T09664,Automated alert triggered for Securities Settlement,Securities Settlement,Germany,Securities Operations,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,11.44375,True,False,Incident,one_entity,partial_degradation,none,False,none,lowest,low,low
T09665,External email warning received for Emailed Support Tickets,Emailed Support Tickets,France,Service Desk,Incident,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,8.206944444444444,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,high,lowest
T09666,External email warning received for Emailed Support Tickets,Emailed Support Tickets,Germany,Service Desk,Incident,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,16.448611111111113,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,low,lowest
T09667,Incident mislabelled as service request in Portfolio Accounting,Portfolio Accounting,Germany,Investment Operations,Incident,Incident,high,medium,high,0.6379,1.0,0.25,0.0,,0.1765,0.0,True,9.065277777777778,True,False,Incident,one_entity,partial_degradation,not_applicable,False,none,lowest,highest,lowest
T09668,External email warning received for Emailed Support Tickets,Emailed Support Tickets,Switzerland,Service Desk,Incident,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,1.551388888888889,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,lowest,low
T09669,Automated alert triggered for Portfolio Accounting,Portfolio Accounting,Nordics,Investment Operations,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,17.74375,True,False,Incident,one_entity,partial_degradation,none,False,none,low,medium,low
T09670,Automated alert triggered for Securities Settlement,Securities Settlement,Switzerland,Securities Operations,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,8.390277777777778,True,False,Incident,one_entity,partial_degradation,none,False,none,lowest,lowest,medium
T09671,Unclear incident input for SharePoint & File Storage,SharePoint & File Storage,France,Enterprise Applications,Incident,Incident,medium,low,low,0.204,0.9444,0.0,0.0,,0.0,0.0,True,8.82638888888889,False,False,Incident,one_entity,partial_degradation,not_applicable,False,none,lowest,lowest,lowest
T09672,Automated alert triggered for Outlook & Email,Outlook & Email,Germany,Enterprise Applications,Incident,Incident,medium,low,low,0.2311,1.0,0.2,0.0,,0.1412,0.0,True,1.5159722222222223,False,False,Incident,one_entity,partial_degradation,none,False,none,low,medium,lowest
T09673,Automated alert triggered for Order Management,Order Management,Luxembourg,Trading Support,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,6.615972222222222,True,False,Incident,one_entity,partial_degradation,none,False,none,lowest,medium,low
T09674,Automated alert triggered for Risk & Compliance Monitoring,Risk & Compliance Monitoring,Germany,Risk & Controls,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,6.364583333333333,True,False,Incident,one_entity,partial_degradation,none,False,none,low,low,lowest
T09675,Operational issue reported for Cash Management,Cash Management,France,Treasury & Cash,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,8.417361111111111,True,False,Incident,one_entity,partial_degradation,none,False,none,low,low,lowest
T09676,Automated alert triggered for Tax Reporting,Tax Reporting,Switzerland,Tax & Reporting,Incident,Incident,medium,low,low,0.2311,1.0,0.2,0.0,,0.1412,0.0,True,17.363194444444446,False,False,Incident,one_entity,partial_degradation,none,False,none,lowest,low,lowest
T09677,Automated alert triggered for SimCorp Dimension,SimCorp Dimension,Luxembourg,Enterprise Applications,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,7.204166666666667,True,False,Incident,one_entity,partial_degradation,none,False,none,lowest,medium,low
T09678,Automated alert triggered for Order Management,Order Management,Nordics,Trading Support,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,5.777083333333334,True,False,Incident,one_entity,partial_degradation,none,False,none,lowest,low,lowest
T09679,External email warning received for Emailed Support Tickets,Emailed Support Tickets,Luxembourg,Service Desk,Incident,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,9.836805555555555,False,True,Incident,external_counterparty,partial_degradation,none,False,none,medium,medium,low
T09680,Operational issue reported for Trading Platform,Trading Platform,France,Investment Operations,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,5.979861111111111,True,False,Incident,one_entity,partial_degradation,none,False,none,lowest,lowest,low
T09681,Unclear incident input for NAV Calculation,NAV Calculation,France,Valuation & Pricing,Incident,Incident,high,medium,high,0.6379,1.0,0.25,0.0,,0.1765,0.0,True,13.577777777777778,True,False,Incident,one_entity,partial_degradation,not_applicable,False,none,low,lowest,lowest
T09682,Automated alert triggered for Tax Reporting,Tax Reporting,Luxembourg,Tax & Reporting,Incident,Incident,medium,low,low,0.2311,1.0,0.2,0.0,,0.1412,0.0,True,4.805555555555555,False,False,Incident,one_entity,partial_degradation,none,False,none,lowest,low,low
T09683,External email warning received for Emailed Support Tickets,Emailed Support Tickets,Luxembourg,Service Desk,Incident,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,7.2,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,low,lowest
T09684,Automated alert triggered for SharePoint & File Storage,SharePoint & File Storage,Luxembourg,Enterprise Applications,Incident,Incident,medium,low,low,0.2311,1.0,0.2,0.0,,0.1412,0.0,True,11.751388888888888,False,False,Incident,one_entity,partial_degradation,none,False,none,highest,low,high
T09685,Incident mislabelled as service request in Order Management,Order Management,Switzerland,Trading Support,Incident,Incident,high,medium,high,0.6379,1.0,0.25,0.0,,0.1765,0.0,True,20.013194444444444,True,False,Incident,one_entity,partial_degradation,not_applicable,False,none,lowest,medium,lowest
T09686,Incident mislabelled as service request in Tax Reporting,Tax Reporting,Germany,Tax & Reporting,Incident,Incident,medium,low,low,0.204,1.0,0.0,0.0,,0.0,0.0,True,9.386111111111111,False,False,Incident,one_entity,partial_degradation,not_applicable,False,none,highest,low,medium
T09687,External email warning received for Emailed Support Tickets,Emailed Support Tickets,Switzerland,Service Desk,Incident,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,5.4840277777777775,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,medium,lowest
T09688,Automated alert triggered for Outlook & Email,Outlook & Email,Luxembourg,Enterprise Applications,Incident,Incident,medium,low,low,0.2311,1.0,0.2,0.0,,0.1412,0.0,True,17.553472222222222,False,False,Incident,one_entity,partial_degradation,none,False,none,lowest,lowest,low
T09689,External email warning received for Emailed Support Tickets,Emailed Support Tickets,Luxembourg,Service Desk,Incident,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,19.625694444444445,False,True,Incident,external_counterparty,partial_degradation,none,False,none,low,lowest,lowest
T09690,Incident mislabelled as service request in Securities Settlement,Securities Settlement,Luxembourg,Securities Operations,Incident,Incident,high,medium,high,0.6379,0.9444,0.25,0.0,,0.1765,0.0,True,2.6256944444444446,True,False,Incident,one_entity,partial_degradation,not_applicable,False,none,lowest,low,high
T09691,External email warning received for Emailed Support Tickets,Emailed Support Tickets,Switzerland,Service Desk,Incident,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,12.885416666666666,False,True,Incident,external_counterparty,partial_degradation,none,False,none,low,lowest,lowest
T09692,External email warning received for Emailed Support Tickets,Emailed Support Tickets,Luxembourg,Service Desk,Incident,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,11.154166666666667,False,True,Incident,external_counterparty,partial_degradation,none,False,none,high,low,lowest
T09693,Automated alert triggered for Order Management,Order Management,Nordics,Trading Support,Incident,Incident,high,medium,high,0.7215,1.0,0.45,1.0,,0.6118,158.2798611111111,False,,True,False,Incident,one_entity,partial_degradation,none,False,none,lowest,low,lowest
T09694,Automated alert triggered for NAV Calculation,NAV Calculation,Switzerland,Valuation & Pricing,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,2.0145833333333334,True,False,Incident,one_entity,partial_degradation,none,False,none,low,high,low
T09695,Unclear incident input for Rimes Data Feed,Rimes Data Feed,Nordics,Market Data Services,Incident,Incident,high,medium,high,0.6379,1.0,0.25,0.0,,0.1765,0.0,True,11.747222222222222,True,False,Incident,one_entity,partial_degradation,not_applicable,False,none,lowest,low,lowest
T09696,Incident mislabelled as service request in Fund Pricing,Fund Pricing,Switzerland,Valuation & Pricing,Incident,Incident,high,medium,high,0.6379,1.0,0.25,0.0,,0.1765,0.0,True,8.27361111111111,True,False,Incident,one_entity,partial_degradation,not_applicable,False,none,medium,lowest,lowest
T09697,External email warning received for Emailed Support Tickets,Emailed Support Tickets,Nordics,Service Desk,Incident,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,4.156944444444444,False,True,Incident,external_counterparty,partial_degradation,none,False,none,low,medium,low
T09698,Automated alert triggered for Risk & Compliance Monitoring,Risk & Compliance Monitoring,Germany,Risk & Controls,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,6.4430555555555555,True,False,Incident,one_entity,partial_degradation,none,False,none,lowest,high,lowest
T09699,Operational issue reported for Portfolio Accounting,Portfolio Accounting,France,Investment Operations,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,4.907638888888889,True,False,Incident,one_entity,partial_degradation,none,False,none,lowest,lowest,low
T09700,External email warning received for Emailed Support Tickets,Emailed Support Tickets,France,Service Desk,Incident,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,10.192361111111111,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,low,highest
T09701,Incident mislabelled as service request in Fund Pricing,Fund Pricing,France,Valuation & Pricing,Incident,Incident,high,medium,high,0.6379,1.0,0.25,0.0,,0.1765,0.0,True,2.7,True,False,Incident,one_entity,partial_degradation,not_applicable,False,none,lowest,low,low
T09702,Automated alert triggered for Order Management,Order Management,France,Trading Support,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,17.954166666666666,True,False,Incident,one_entity,partial_degradation,none,False,none,low,high,lowest
T09703,Automated alert triggered for Securities Settlement,Securities Settlement,Luxembourg,Securities Operations,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,3.5618055555555554,True,False,Incident,one_entity,partial_degradation,none,False,none,low,highest,lowest
T09704,Automated alert triggered for Rimes Data Feed,Rimes Data Feed,Nordics,Market Data Services,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,19.675,True,False,Incident,one_entity,partial_degradation,none,False,none,medium,low,lowest
T09705,Automated alert triggered for SharePoint & File Storage,SharePoint & File Storage,France,Enterprise Applications,Incident,Incident,medium,low,low,0.2311,1.0,0.2,0.0,,0.1412,0.0,True,6.211805555555555,False,False,Incident,one_entity,partial_degradation,none,False,none,low,high,lowest
T09706,Automated alert triggered for Risk & Compliance Monitoring,Risk & Compliance Monitoring,France,Risk & Controls,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,11.781944444444445,True,False,Incident,one_entity,partial_degradation,none,False,none,lowest,lowest,lowest
T09707,External email warning received for Emailed Support Tickets,Emailed Support Tickets,France,Service Desk,Incident,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,13.003472222222221,False,True,Incident,external_counterparty,partial_degradation,none,False,none,medium,low,lowest
T09708,Operational issue reported for Identity & Access Management,Identity & Access Management,France,Enterprise Applications,Incident,Incident,medium,low,low,0.2311,1.0,0.2,0.0,,0.1412,0.0,True,1.4166666666666667,False,False,Incident,one_entity,partial_degradation,none,False,none,lowest,lowest,lowest
T09709,Automated alert triggered for SimCorp Dimension,SimCorp Dimension,Switzerland,Enterprise Applications,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,17.73611111111111,True,False,Incident,one_entity,partial_degradation,none,False,none,low,lowest,lowest
T09710,External email warning received for Emailed Support Tickets,Emailed Support Tickets,France,Service Desk,Incident,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,11.668055555555556,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,lowest,lowest
T09711,External email warning received for Emailed Support Tickets,Emailed Support Tickets,Germany,Service Desk,Incident,Incident,high,low,medium,0.5011,1.0,0.3,1.0,,0.5059,178.89166666666668,False,,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,lowest,lowest
T09712,Automated alert triggered for Trade Matching,Trade Matching,France,Investment Operations,Incident,Incident,high,medium,high,0.6849,1.0,0.45,0.3526,,0.4214,42.31458333333333,False,,True,False,Incident,one_entity,partial_degradation,none,False,none,low,lowest,lowest
T09713,Automated alert triggered for Securities Settlement,Securities Settlement,Germany,Securities Operations,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,10.414583333333333,True,False,Incident,one_entity,partial_degradation,none,False,none,low,lowest,lowest
T09714,Automated alert triggered for Rimes Data Feed,Rimes Data Feed,Germany,Market Data Services,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,11.91388888888889,True,False,Incident,one_entity,partial_degradation,none,False,none,lowest,low,low
T09715,Automated alert triggered for Client Reporting,Client Reporting,Switzerland,Client Services,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,10.802083333333334,True,False,Incident,one_entity,partial_degradation,none,False,none,lowest,medium,lowest
T09716,Incident mislabelled as service request in Identity & Access Management,Identity & Access Management,Switzerland,Enterprise Applications,Incident,Incident,medium,low,low,0.253,1.0,0.0,0.8672,,0.2551,104.0625,False,,False,False,Incident,one_entity,partial_degradation,not_applicable,False,none,lowest,low,high
T09717,Automated alert triggered for Order Management,Order Management,Luxembourg,Trading Support,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,4.920833333333333,True,False,Incident,one_entity,partial_degradation,none,False,none,high,lowest,high
T09718,External email warning received for Emailed Support Tickets,Emailed Support Tickets,Luxembourg,Service Desk,Incident,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,16.420833333333334,False,True,Incident,external_counterparty,partial_degradation,none,False,none,low,medium,lowest
T09719,Automated alert triggered for Regulatory Reporting,Regulatory Reporting,France,Risk & Controls,Incident,Incident,high,highest,highest,0.8989,1.0,0.7,0.0,,0.4941,0.0,True,9.57986111111111,True,False,Incident,one_entity,partial_degradation,none,True,none,high,high,lowest
T09720,Automated alert triggered for Rimes Data Feed,Rimes Data Feed,Switzerland,Market Data Services,Incident,Incident,high,medium,high,0.7215,1.0,0.45,1.0,,0.6118,183.47986111111112,False,,True,False,Incident,one_entity,partial_degradation,none,False,none,high,lowest,lowest
T09721,Operational issue reported for Fund Pricing,Fund Pricing,France,Valuation & Pricing,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,19.000694444444445,True,False,Incident,one_entity,partial_degradation,none,False,none,lowest,lowest,lowest
T09722,Incident mislabelled as service request in Portfolio Accounting,Portfolio Accounting,Switzerland,Investment Operations,Incident,Incident,high,medium,high,0.6379,1.0,0.25,0.0,,0.1765,0.0,True,13.564583333333333,True,False,Incident,one_entity,partial_degradation,not_applicable,False,none,low,lowest,low
T09723,External email warning received for Emailed Support Tickets,Emailed Support Tickets,Luxembourg,Service Desk,Incident,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,11.411111111111111,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,lowest,lowest
T09724,Automated alert triggered for Trade Matching,Trade Matching,Germany,Investment Operations,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,7.817361111111111,True,False,Incident,one_entity,partial_degradation,none,False,none,lowest,low,highest
T09725,External email warning received for Emailed Support Tickets,Emailed Support Tickets,Germany,Service Desk,Incident,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,16.832638888888887,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,lowest,lowest
T09726,Automated alert triggered for CRM & Client Portal,CRM & Client Portal,Luxembourg,Client Services,Incident,Incident,medium,low,low,0.2311,1.0,0.2,0.0,,0.1412,0.0,True,10.153472222222222,False,False,Incident,one_entity,partial_degradation,none,False,none,lowest,lowest,lowest
T09727,Operational issue reported for Cash Management,Cash Management,Switzerland,Treasury & Cash,Incident,Incident,high,medium,high,0.6924,1.0,0.45,0.4857,,0.4605,58.27847222222222,False,,True,False,Incident,one_entity,partial_degradation,none,False,none,low,low,high
T09728,Operational issue reported for Regulatory Reporting,Regulatory Reporting,France,Risk & Controls,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,17.144444444444446,True,False,Incident,one_entity,partial_degradation,none,False,none,lowest,high,low
T09729,Unclear incident input for Cash Management,Cash Management,France,Treasury & Cash,Incident,Incident,high,medium,high,0.6379,1.0,0.25,0.0,,0.1765,0.0,True,6.214583333333334,True,False,Incident,one_entity,partial_degradation,not_applicable,False,none,medium,lowest,low
T09730,External email warning received for Emailed Support Tickets,Emailed Support Tickets,France,Service Desk,Incident,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,12.685416666666667,False,True,Incident,external_counterparty,partial_degradation,none,False,none,low,medium,lowest
T09731,Incident mislabelled as service request in Trade Matching,Trade Matching,Nordics,Investment Operations,Incident,Incident,high,medium,high,0.6379,1.0,0.25,0.0,,0.1765,0.0,True,16.73125,True,False,Incident,one_entity,partial_degradation,not_applicable,False,none,lowest,low,lowest
T09732,Automated alert triggered for Cash Management,Cash Management,France,Treasury & Cash,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,14.208333333333334,True,False,Incident,one_entity,partial_degradation,none,False,none,lowest,low,lowest
T09733,Automated alert triggered for Portfolio Accounting,Portfolio Accounting,Germany,Investment Operations,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,5.590277777777778,True,False,Incident,one_entity,partial_degradation,none,False,none,low,high,low
T09734,External email warning received for Emailed Support Tickets,Emailed Support Tickets,France,Service Desk,Incident,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,9.786111111111111,False,True,Incident,external_counterparty,partial_degradation,none,False,none,high,lowest,lowest
T09735,Automated alert triggered for Identity & Access Management,Identity & Access Management,Germany,Enterprise Applications,Incident,Incident,medium,low,low,0.2311,1.0,0.2,0.0,,0.1412,0.0,True,12.39861111111111,False,False,Incident,one_entity,partial_degradation,none,False,none,lowest,lowest,lowest
T09736,Automated alert triggered for Portfolio Accounting,Portfolio Accounting,Luxembourg,Investment Operations,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,20.01388888888889,True,False,Incident,one_entity,partial_degradation,none,False,none,high,low,high
T09737,Unclear incident input for Rimes Data Feed,Rimes Data Feed,Switzerland,Market Data Services,Incident,Incident,high,medium,high,0.6379,1.0,0.25,0.0,,0.1765,0.0,True,17.380555555555556,True,False,Incident,one_entity,partial_degradation,not_applicable,False,none,low,lowest,lowest
T09738,Automated alert triggered for Corporate Actions,Corporate Actions,France,Securities Operations,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,16.958333333333332,True,False,Incident,one_entity,partial_degradation,none,False,none,lowest,lowest,lowest
T09739,Operational issue reported for Portfolio Accounting,Portfolio Accounting,Switzerland,Investment Operations,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,16.422916666666666,True,False,Incident,one_entity,partial_degradation,none,False,none,lowest,low,lowest
T09740,Operational issue reported for Risk & Compliance Monitoring,Risk & Compliance Monitoring,Nordics,Risk & Controls,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,8.74375,True,False,Incident,one_entity,partial_degradation,none,False,none,lowest,high,high
T09741,Operational issue reported for Rimes Data Feed,Rimes Data Feed,Germany,Market Data Services,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,6.718055555555556,True,False,Incident,one_entity,partial_degradation,none,False,none,lowest,low,medium
T09742,Automated alert triggered for Corporate Actions,Corporate Actions,Germany,Securities Operations,Incident,Incident,high,medium,high,0.7215,1.0,0.45,1.0,,0.6118,120.97222222222223,False,,True,False,Incident,one_entity,partial_degradation,none,False,none,high,lowest,lowest
T09743,Incident mislabelled as service request in Trading Platform,Trading Platform,Switzerland,Investment Operations,Incident,Incident,high,medium,high,0.6379,1.0,0.25,0.0,,0.1765,0.0,True,12.996527777777779,True,False,Incident,one_entity,partial_degradation,not_applicable,False,none,high,low,lowest
T09744,Automated alert triggered for Regulatory Reporting,Regulatory Reporting,France,Risk & Controls,Incident,Incident,high,highest,highest,0.8989,1.0,0.7,0.0,,0.4941,0.0,True,8.583333333333334,True,False,Incident,one_entity,partial_degradation,none,True,none,low,lowest,lowest
T09745,External email warning received for Emailed Support Tickets,Emailed Support Tickets,Luxembourg,Service Desk,Incident,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,1.0902777777777777,False,True,Incident,external_counterparty,partial_degradation,none,False,none,low,lowest,lowest
T09746,External email warning received for Emailed Support Tickets,Emailed Support Tickets,Germany,Service Desk,Incident,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,2.1319444444444446,False,True,Incident,external_counterparty,partial_degradation,none,False,none,medium,low,lowest
T09747,Automated alert triggered for Corporate Actions,Corporate Actions,Luxembourg,Securities Operations,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,2.2819444444444446,True,False,Incident,one_entity,partial_degradation,none,False,none,lowest,low,lowest
T09748,Automated alert triggered for Identity & Access Management,Identity & Access Management,Germany,Enterprise Applications,Incident,Incident,medium,low,low,0.2311,1.0,0.2,0.0,,0.1412,0.0,True,15.825,False,False,Incident,one_entity,partial_degradation,none,False,none,medium,lowest,low
T09749,Automated alert triggered for Outlook & Email,Outlook & Email,Nordics,Enterprise Applications,Incident,Incident,medium,low,low,0.2311,1.0,0.2,0.0,,0.1412,0.0,True,11.161111111111111,False,False,Incident,one_entity,partial_degradation,none,False,none,medium,lowest,medium
T09750,Unclear incident input for Client Reporting,Client Reporting,Luxembourg,Client Services,Incident,Incident,high,medium,high,0.6379,1.0,0.25,0.0,,0.1765,0.0,True,1.2826388888888889,True,False,Incident,one_entity,partial_degradation,not_applicable,False,none,high,lowest,low
T09751,Operational issue reported for Corporate Actions,Corporate Actions,Germany,Securities Operations,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,18.854166666666668,True,False,Incident,one_entity,partial_degradation,none,False,none,lowest,medium,lowest
T09752,Automated alert triggered for Identity & Access Management,Identity & Access Management,Nordics,Enterprise Applications,Incident,Incident,medium,low,low,0.2876,1.0,0.2,1.0,,0.4353,134.06527777777777,False,,False,False,Incident,one_entity,partial_degradation,none,False,none,lowest,lowest,low
T09753,External email warning received for Emailed Support Tickets,Emailed Support Tickets,Germany,Service Desk,Incident,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,17.332638888888887,False,True,Incident,external_counterparty,partial_degradation,none,False,none,low,lowest,lowest
T09754,External email warning received for Emailed Support Tickets,Emailed Support Tickets,Luxembourg,Service Desk,Incident,Incident,high,low,medium,0.5011,1.0,0.3,1.0,,0.5059,192.28680555555556,False,,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,low,low
T09755,Automated alert triggered for Tax Reporting,Tax Reporting,Luxembourg,Tax & Reporting,Incident,Incident,medium,low,low,0.2311,1.0,0.2,0.0,,0.1412,0.0,True,2.533333333333333,False,False,Incident,one_entity,partial_degradation,none,False,none,low,high,low
T09756,Automated alert triggered for Portfolio Accounting,Portfolio Accounting,Luxembourg,Investment Operations,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,18.31111111111111,True,False,Incident,one_entity,partial_degradation,none,False,none,low,medium,lowest
T09757,Incident mislabelled as service request in SimCorp Dimension,SimCorp Dimension,Switzerland,Enterprise Applications,Incident,Incident,high,medium,high,0.6379,1.0,0.25,0.0,,0.1765,0.0,True,10.233333333333333,True,False,Incident,one_entity,partial_degradation,not_applicable,False,none,high,lowest,lowest
T09758,External email warning received for Emailed Support Tickets,Emailed Support Tickets,Switzerland,Service Desk,Incident,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,2.2756944444444445,False,True,Incident,external_counterparty,partial_degradation,none,False,none,low,low,lowest
T09759,Automated alert triggered for Tax Reporting,Tax Reporting,Luxembourg,Tax & Reporting,Incident,Incident,medium,low,low,0.2311,1.0,0.2,0.0,,0.1412,0.0,True,2.2416666666666667,False,False,Incident,one_entity,partial_degradation,none,False,none,lowest,low,low
T09760,Unclear incident input for Client Reporting,Client Reporting,Nordics,Client Services,Incident,Incident,high,medium,high,0.6713,1.0,0.25,0.5914,,0.3504,70.96388888888889,False,,True,False,Incident,one_entity,partial_degradation,not_applicable,False,none,lowest,low,lowest
T09761,External email warning received for Emailed Support Tickets,Emailed Support Tickets,Nordics,Service Desk,Incident,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,1.1465277777777778,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,low,lowest
T09762,Operational issue reported for Rimes Data Feed,Rimes Data Feed,Nordics,Market Data Services,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,10.828472222222222,True,False,Incident,one_entity,partial_degradation,none,False,none,low,low,low
T09763,Automated alert triggered for Rimes Data Feed,Rimes Data Feed,Germany,Market Data Services,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,2.671527777777778,True,False,Incident,one_entity,partial_degradation,none,False,none,highest,lowest,medium
T09764,Automated alert triggered for Securities Settlement,Securities Settlement,Switzerland,Securities Operations,Incident,Incident,high,medium,high,0.665,1.0,0.45,0.0,,0.3176,0.0,True,9.60138888888889,True,False,Incident,one_entity,partial_degradation,none,False,none,lowest,lowest,lowest
T09765,External email warning received for Emailed Support Tickets,Emailed Support Tickets,Luxembourg,Service Desk,Incident,Incident,high,low,medium,0.4447,1.0,0.3,0.0,,0.2118,0.0,True,15.002777777777778,False,True,Incident,external_counterparty,partial_degradation,none,False,none,lowest,low,medium
T09766,Automated alert triggered for Identity & Access Management,Identity & Access Management,Luxembourg,Enterprise Applications,Incident,Incident,medium,low,low,0.2311,1.0,0.2,0.0,,0.1412,0.0,True,18.95347222222222,False,False,Incident,one_entity,partial_degradation,none,False,none,lowest,lowest,lowest
