template,service,entity,Work type,team,rep_ticket_id,tie_group_size,n_with_resolution,service_is_critical,rep_ticket_id_alt,signature_id
Automated alert triggered for <SVC>,Outlook & Email,Germany,Incident,Enterprise Applications,T05095,69,8,False,T10914,499
Incident mislabelled as service request in <SVC>,Tax Reporting,Switzerland,Incident,Tax & Reporting,T05132,11,5,False,T08710,500
Incident mislabelled as service request in <SVC>,SharePoint & File Storage,Germany,Incident,Enterprise Applications,T05134,17,7,False,T08467,501
Automated alert triggered for <SVC>,SharePoint & File Storage,France,Incident,Enterprise Applications,T05143,78,14,False,T05683,502
Incident mislabelled as service request in <SVC>,Outlook & Email,Germany,Incident,Enterprise Applications,T05161,14,6,False,T05195,503
Incident mislabelled as service request in <SVC>,Fund Pricing,Switzerland,Incident,Valuation & Pricing,T05165,22,5,True,T05694,504
Operational issue reported for <SVC>,NAV Calculation,France,Incident,Valuation & Pricing,T05169,16,5,True,T09824,505
Incident mislabelled as service request in <SVC>,Trading Platform,Luxembourg,Incident,Investment Operations,T05176,22,5,True,T08486,506
Automated alert triggered for <SVC>,Cash Management,Germany,Incident,Treasury & Cash,T05179,64,14,True,T06045,507
Unclear incident input for <SVC>,NAV Calculation,Luxembourg,Incident,Valuation & Pricing,T05234,11,3,True,T09975,508
Operational issue reported for <SVC>,Fund Pricing,France,Incident,Valuation & Pricing,T05256,20,6,True,T07749,509
Automated alert triggered for <SVC>,SharePoint & File Storage,Germany,Incident,Enterprise Applications,T05278,85,26,False,T05620,510
Operational issue reported for <SVC>,Fund Pricing,Luxembourg,Incident,Valuation & Pricing,T05279,19,10,True,T06748,511
Unclear incident input for <SVC>,Cash Management,Luxembourg,Incident,Treasury & Cash,T05282,19,6,True,T13596,512
Automated alert triggered for <SVC>,Regulatory Reporting,Nordics,Incident,Risk & Controls,T05303,78,16,True,T06861,513
Automated alert triggered for <SVC>,Order Management,Nordics,Incident,Trading Support,T05334,68,15,True,T05559,514
Unclear incident input for <SVC>,Securities Settlement,Germany,Incident,Securities Operations,T05358,22,5,True,T05746,515
Operational issue reported for <SVC>,NAV Calculation,Germany,Incident,Valuation & Pricing,T05367,22,6,True,T06077,516
Unclear incident input for <SVC>,NAV Calculation,France,Incident,Valuation & Pricing,T05387,19,6,True,T10394,517
Unclear incident input for <SVC>,Identity & Access Management,France,Incident,Enterprise Applications,T05390,17,4,False,T07956,518
Operational issue reported for <SVC>,Portfolio Accounting,Germany,Incident,Investment Operations,T05407,16,6,True,T12181,519
Unclear incident input for <SVC>,Identity & Access Management,Germany,Incident,Enterprise Applications,T05423,29,14,False,T06902,520
Operational issue reported for <SVC>,Regulatory Reporting,Luxembourg,Incident,Risk & Controls,T05428,17,4,True,T10024,521
Automated alert triggered for <SVC>,Tax Reporting,France,Incident,Tax & Reporting,T05493,76,19,False,T06399,522
Incident mislabelled as service request in <SVC>,Fund Pricing,Nordics,Incident,Valuation & Pricing,T05500,18,1,True,T04400,523
Operational issue reported for <SVC>,Regulatory Reporting,Nordics,Incident,Risk & Controls,T05550,17,4,True,T05877,524
Unclear incident input for <SVC>,Portfolio Accounting,Nordics,Incident,Investment Operations,T05570,18,4,True,T08501,525
Operational issue reported for <SVC>,Client Reporting,Germany,Incident,Client Services,T05588,19,3,True,T09641,526
Incident mislabelled as service request in <SVC>,Trading Platform,Nordics,Incident,Investment Operations,T05608,19,4,True,T11934,527
Automated alert triggered for <SVC>,Corporate Actions,Germany,Incident,Securities Operations,T05654,86,17,True,T05736,528
Operational issue reported for <SVC>,Securities Settlement,France,Incident,Securities Operations,T05658,12,3,True,T07134,529
Incident mislabelled as service request in <SVC>,Portfolio Accounting,Luxembourg,Incident,Investment Operations,T05661,22,13,True,T09068,530
Incident mislabelled as service request in <SVC>,Regulatory Reporting,Switzerland,Incident,Risk & Controls,T05709,11,2,True,T06817,531
Incident mislabelled as service request in <SVC>,CRM & Client Portal,Nordics,Incident,Client Services,T05714,13,3,False,T05831,532
Incident mislabelled as service request in <SVC>,Identity & Access Management,Switzerland,Incident,Enterprise Applications,T05759,15,6,False,T05793,533
Incident mislabelled as service request in <SVC>,Identity & Access Management,Nordics,Incident,Enterprise Applications,T05763,14,5,False,T06212,534
Unclear incident input for <SVC>,Risk & Compliance Monitoring,France,Incident,Risk & Controls,T05779,17,5,True,T05948,535
Operational issue reported for <SVC>,CRM & Client Portal,Switzerland,Incident,Client Services,T05847,14,3,False,T16278,536
Incident mislabelled as service request in <SVC>,CRM & Client Portal,Luxembourg,Incident,Client Services,T05855,9,3,False,T12268,537
Incident mislabelled as service request in <SVC>,Regulatory Reporting,Germany,Incident,Risk & Controls,T05867,10,4,True,T08733,538
Automated alert triggered for <SVC>,SimCorp Dimension,Nordics,Incident,Enterprise Applications,T05873,85,18,True,T06176,539
Automated alert triggered for <SVC>,Client Reporting,Germany,Incident,Client Services,T05885,79,18,True,T06227,540
Automated alert triggered for <SVC>,Trade Matching,France,Incident,Investment Operations,T05886,77,17,True,T07346,541
Operational issue reported for <SVC>,Securities Settlement,Luxembourg,Incident,Securities Operations,T05960,19,4,True,T08357,542
Automated alert triggered for <SVC>,Tax Reporting,Germany,Incident,Tax & Reporting,T05969,81,16,False,T06379,543
Operational issue reported for <SVC>,SharePoint & File Storage,Luxembourg,Incident,Enterprise Applications,T05985,10,2,False,T17470,544
Automated alert triggered for <SVC>,Portfolio Accounting,France,Incident,Investment Operations,T06000,87,21,True,T06209,545
Unclear incident input for <SVC>,Trade Matching,Switzerland,Incident,Investment Operations,T06002,11,4,True,T14878,546
Incident mislabelled as service request in <SVC>,Outlook & Email,Luxembourg,Incident,Enterprise Applications,T06006,14,7,False,T08228,547
Operational issue reported for <SVC>,Rimes Data Feed,Germany,Incident,Market Data Services,T06008,15,2,True,T09625,548
Operational issue reported for <SVC>,SimCorp Dimension,Luxembourg,Incident,Enterprise Applications,T06026,10,1,True,T04528,549
Incident mislabelled as service request in <SVC>,Trade Matching,Germany,Incident,Investment Operations,T06039,14,3,True,T07273,550
Incident mislabelled as service request in <SVC>,Securities Settlement,Germany,Incident,Securities Operations,T06047,13,4,True,T09302,551
Operational issue reported for <SVC>,Securities Settlement,Switzerland,Incident,Securities Operations,T06049,8,3,True,T06451,552
Unclear incident input for <SVC>,Client Reporting,Switzerland,Incident,Client Services,T06103,14,7,True,T07867,553
Automated alert triggered for <SVC>,Fund Pricing,Nordics,Incident,Valuation & Pricing,T06122,85,18,True,T06761,554
Unclear incident input for <SVC>,Cash Management,Switzerland,Incident,Treasury & Cash,T06126,20,3,True,T09548,555
Unclear incident input for <SVC>,Trade Matching,France,Incident,Investment Operations,T06208,14,3,True,T16107,556
Unclear incident input for <SVC>,CRM & Client Portal,Switzerland,Incident,Client Services,T06235,13,1,False,T06583,557
Operational issue reported for <SVC>,Identity & Access Management,Switzerland,Incident,Enterprise Applications,T06253,16,4,False,T07534,558
Operational issue reported for <SVC>,NAV Calculation,Switzerland,Incident,Valuation & Pricing,T06310,23,7,True,T08693,559
Unclear incident input for <SVC>,SimCorp Dimension,Switzerland,Incident,Enterprise Applications,T06319,15,5,True,T08212,560
Operational issue reported for <SVC>,Client Reporting,Switzerland,Incident,Client Services,T06352,20,6,True,T09629,561
Incident mislabelled as service request in <SVC>,Identity & Access Management,Luxembourg,Incident,Enterprise Applications,T06421,19,9,False,T06793,562
Unclear incident input for <SVC>,Outlook & Email,Luxembourg,Incident,Enterprise Applications,T06432,16,3,False,T13933,563
Incident mislabelled as service request in <SVC>,Fund Pricing,Germany,Incident,Valuation & Pricing,T06484,12,2,True,T07117,564
Unclear incident input for <SVC>,Trading Platform,Germany,Incident,Investment Operations,T06508,14,5,True,T11509,565
Automated alert triggered for <SVC>,Risk & Compliance Monitoring,France,Incident,Risk & Controls,T06513,81,21,True,T06594,566
Incident mislabelled as service request in <SVC>,Securities Settlement,Switzerland,Incident,Securities Operations,T06522,10,2,True,T13078,567
Incident mislabelled as service request in <SVC>,Securities Settlement,Luxembourg,Incident,Securities Operations,T06547,17,7,True,T09289,568
Operational issue reported for <SVC>,SharePoint & File Storage,Nordics,Incident,Enterprise Applications,T06586,11,2,False,T09224,569
Operational issue reported for <SVC>,Order Management,Nordics,Incident,Trading Support,T06613,11,4,True,T18397,570
Unclear incident input for <SVC>,NAV Calculation,Nordics,Incident,Valuation & Pricing,T06642,18,6,True,T11487,571
Unclear incident input for <SVC>,CRM & Client Portal,Germany,Incident,Client Services,T06652,25,7,False,T08813,572
Operational issue reported for <SVC>,SharePoint & File Storage,France,Incident,Enterprise Applications,T06672,15,4,False,T07637,573
Incident mislabelled as service request in <SVC>,Client Reporting,Switzerland,Incident,Client Services,T06695,23,5,True,T15066,574
Operational issue reported for <SVC>,Outlook & Email,France,Incident,Enterprise Applications,T06721,17,4,False,T11027,575
Operational issue reported for <SVC>,SimCorp Dimension,Germany,Incident,Enterprise Applications,T06747,19,3,True,T16603,576
Operational issue reported for <SVC>,CRM & Client Portal,France,Incident,Client Services,T06829,13,4,False,T10746,577
Unclear incident input for <SVC>,Trading Platform,Luxembourg,Incident,Investment Operations,T06882,15,6,True,T13225,578
Incident mislabelled as service request in <SVC>,Order Management,France,Incident,Trading Support,T06918,14,5,True,T07319,579
Incident mislabelled as service request in <SVC>,Cash Management,France,Incident,Treasury & Cash,T06930,21,7,True,T06973,580
Automated alert triggered for <SVC>,Risk & Compliance Monitoring,Nordics,Incident,Risk & Controls,T06995,75,14,True,T07676,581
Operational issue reported for <SVC>,Fund Pricing,Switzerland,Incident,Valuation & Pricing,T07009,16,5,True,T08425,582
Automated alert triggered for <SVC>,Rimes Data Feed,Switzerland,Incident,Market Data Services,T07032,80,18,True,T07455,583
Incident mislabelled as service request in <SVC>,CRM & Client Portal,France,Incident,Client Services,T07045,19,3,False,T08189,584
Incident mislabelled as service request in <SVC>,Order Management,Nordics,Incident,Trading Support,T07047,28,5,True,T15444,585
Unclear incident input for <SVC>,Trade Matching,Nordics,Incident,Investment Operations,T07063,19,3,True,T12793,586
Incident mislabelled as service request in <SVC>,Tax Reporting,France,Incident,Tax & Reporting,T07073,13,2,False,T08285,587
Unclear incident input for <SVC>,Corporate Actions,France,Incident,Securities Operations,T07076,14,3,True,T10696,588
Operational issue reported for <SVC>,SimCorp Dimension,Nordics,Incident,Enterprise Applications,T07081,12,4,True,T11230,589
Incident mislabelled as service request in <SVC>,Cash Management,Switzerland,Incident,Treasury & Cash,T07088,17,5,True,T07213,590
Incident mislabelled as service request in <SVC>,Trading Platform,Germany,Incident,Investment Operations,T07091,16,3,True,T08080,591
Unclear incident input for <SVC>,Securities Settlement,France,Incident,Securities Operations,T07113,15,4,True,T07609,592
Unclear incident input for <SVC>,SimCorp Dimension,Germany,Incident,Enterprise Applications,T07145,11,5,True,T08245,593
Operational issue reported for <SVC>,Portfolio Accounting,France,Incident,Investment Operations,T07166,17,5,True,T08346,594
Operational issue reported for <SVC>,Rimes Data Feed,Switzerland,Incident,Market Data Services,T07195,20,2,True,T19151,595
Incident mislabelled as service request in <SVC>,Portfolio Accounting,Germany,Incident,Investment Operations,T07220,13,4,True,T09511,596
Operational issue reported for <SVC>,SharePoint & File Storage,Germany,Incident,Enterprise Applications,T07224,16,2,False,T08036,597
Unclear incident input for <SVC>,Regulatory Reporting,Switzerland,Incident,Risk & Controls,T07246,14,6,True,T11739,598
Operational issue reported for <SVC>,Risk & Compliance Monitoring,France,Incident,Risk & Controls,T07256,19,4,True,T14402,599
Incident mislabelled as service request in <SVC>,SimCorp Dimension,Germany,Incident,Enterprise Applications,T07263,18,5,True,T07331,600
Incident mislabelled as service request in <SVC>,Rimes Data Feed,Germany,Incident,Market Data Services,T07281,13,7,True,T08416,601
Operational issue reported for <SVC>,Order Management,Switzerland,Incident,Trading Support,T07342,16,5,True,T07634,602
Operational issue reported for <SVC>,Corporate Actions,France,Incident,Securities Operations,T07351,9,5,True,T11267,603
Incident mislabelled as service request in <SVC>,Client Reporting,Luxembourg,Incident,Client Services,T07362,10,2,True,T16558,604
Unclear incident input for <SVC>,Risk & Compliance Monitoring,Nordics,Incident,Risk & Controls,T07392,16,4,True,T11564,605
Operational issue reported for <SVC>,Risk & Compliance Monitoring,Germany,Incident,Risk & Controls,T07463,12,2,True,T17450,606
Incident mislabelled as service request in <SVC>,SharePoint & File Storage,Nordics,Incident,Enterprise Applications,T07464,16,4,False,T12171,607
Incident mislabelled as service request in <SVC>,NAV Calculation,Luxembourg,Incident,Valuation & Pricing,T07492,9,1,True,T05915,608
Operational issue reported for <SVC>,Identity & Access Management,Luxembourg,Incident,Enterprise Applications,T07497,18,3,False,T10610,609
Incident mislabelled as service request in <SVC>,CRM & Client Portal,Germany,Incident,Client Services,T07509,10,3,False,T13815,610
Unclear incident input for <SVC>,Rimes Data Feed,Nordics,Incident,Market Data Services,T07513,16,4,True,T07773,611
Operational issue reported for <SVC>,Tax Reporting,Nordics,Incident,Tax & Reporting,T07551,10,1,False,T04211,612
Operational issue reported for <SVC>,Trade Matching,Luxembourg,Incident,Investment Operations,T07567,14,3,True,T16158,613
Incident mislabelled as service request in <SVC>,NAV Calculation,Germany,Incident,Valuation & Pricing,T07584,18,4,True,T12955,614
Automated alert triggered for <SVC>,Identity & Access Management,Switzerland,Incident,Enterprise Applications,T07610,60,15,False,T08116,615
Incident mislabelled as service request in <SVC>,Trade Matching,Nordics,Incident,Investment Operations,T07645,20,6,True,T09731,616
Unclear incident input for <SVC>,Order Management,Germany,Incident,Trading Support,T07671,20,5,True,T11993,617
Unclear incident input for <SVC>,Fund Pricing,France,Incident,Valuation & Pricing,T07678,19,5,True,T08191,618
Operational issue reported for <SVC>,Client Reporting,Luxembourg,Incident,Client Services,T07681,19,2,True,T12278,619
Operational issue reported for <SVC>,Cash Management,France,Incident,Treasury & Cash,T07692,17,6,True,T11515,620
Unclear incident input for <SVC>,Identity & Access Management,Luxembourg,Incident,Enterprise Applications,T07750,17,6,False,T10722,621
Unclear incident input for <SVC>,Portfolio Accounting,Luxembourg,Incident,Investment Operations,T07795,11,5,True,T07809,622
Incident mislabelled as service request in <SVC>,CRM & Client Portal,Switzerland,Incident,Client Services,T07832,14,4,False,T09226,623
Unclear incident input for <SVC>,Corporate Actions,Germany,Incident,Securities Operations,T07916,17,4,True,T08201,624
Incident mislabelled as service request in <SVC>,Cash Management,Germany,Incident,Treasury & Cash,T07954,17,2,True,T11608,625
Unclear incident input for <SVC>,Fund Pricing,Luxembourg,Incident,Valuation & Pricing,T07997,15,3,True,T14060,626
Unclear incident input for <SVC>,Corporate Actions,Nordics,Incident,Securities Operations,T08092,19,6,True,T08496,627
Operational issue reported for <SVC>,Portfolio Accounting,Luxembourg,Incident,Investment Operations,T08110,10,3,True,T13442,628
Unclear incident input for <SVC>,Outlook & Email,France,Incident,Enterprise Applications,T08134,15,5,False,T11760,629
Incident mislabelled as service request in <SVC>,Regulatory Reporting,Nordics,Incident,Risk & Controls,T08146,17,2,True,T17108,630
Unclear incident input for <SVC>,Regulatory Reporting,Germany,Incident,Risk & Controls,T08149,12,4,True,T09150,631
Operational issue reported for <SVC>,Identity & Access Management,Nordics,Incident,Enterprise Applications,T08246,23,2,False,T18609,632
Incident mislabelled as service request in <SVC>,SimCorp Dimension,Switzerland,Incident,Enterprise Applications,T08251,10,2,True,T11968,633
Unclear incident input for <SVC>,Trading Platform,Nordics,Incident,Investment Operations,T08272,22,5,True,T11333,634
Unclear incident input for <SVC>,SharePoint & File Storage,France,Incident,Enterprise Applications,T08331,14,4,False,T08941,635
Incident mislabelled as service request in <SVC>,SimCorp Dimension,Luxembourg,Incident,Enterprise Applications,T08363,9,2,True,T13657,636
Unclear incident input for <SVC>,CRM & Client Portal,Luxembourg,Incident,Client Services,T08390,19,2,False,T13908,637
Operational issue reported for <SVC>,Trade Matching,Nordics,Incident,Investment Operations,T08413,18,2,True,T10712,638
Incident mislabelled as service request in <SVC>,Trade Matching,Switzerland,Incident,Investment Operations,T08450,18,3,True,T10389,639
Unclear incident input for <SVC>,Outlook & Email,Germany,Incident,Enterprise Applications,T08451,19,4,False,T14629,640
Unclear incident input for <SVC>,Risk & Compliance Monitoring,Switzerland,Incident,Risk & Controls,T08455,14,6,True,T10225,641
Incident mislabelled as service request in <SVC>,SharePoint & File Storage,Luxembourg,Incident,Enterprise Applications,T08466,12,5,False,T12479,642
Operational issue reported for <SVC>,SimCorp Dimension,France,Incident,Enterprise Applications,T08497,17,5,True,T11062,643
Unclear incident input for <SVC>,Rimes Data Feed,France,Incident,Market Data Services,T08637,12,2,True,T13936,644
Unclear incident input for <SVC>,Securities Settlement,Nordics,Incident,Securities Operations,T08661,23,4,True,T09082,645
Operational issue reported for <SVC>,Client Reporting,Nordics,Incident,Client Services,T08694,11,3,True,T08927,646
Operational issue reported for <SVC>,Order Management,Germany,Incident,Trading Support,T08716,12,6,True,T10874,647
Operational issue reported for <SVC>,Regulatory Reporting,Germany,Incident,Risk & Controls,T08778,17,5,True,T10657,648
Unclear incident input for <SVC>,Client Reporting,Nordics,Incident,Client Services,T08785,17,5,True,T11987,649
Incident mislabelled as service request in <SVC>,SharePoint & File Storage,Switzerland,Incident,Enterprise Applications,T08802,13,3,False,T14094,650
Unclear incident input for <SVC>,Trading Platform,France,Incident,Investment Operations,T08829,11,2,True,T17047,651
Unclear incident input for <SVC>,Tax Reporting,France,Incident,Tax & Reporting,T08893,12,4,False,T09879,652
Incident mislabelled as service request in <SVC>,Tax Reporting,Luxembourg,Incident,Tax & Reporting,T08951,15,2,False,T13537,653
Operational issue reported for <SVC>,Tax Reporting,France,Incident,Tax & Reporting,T09026,10,2,False,T15927,654
Operational issue reported for <SVC>,Trade Matching,Germany,Incident,Investment Operations,T09055,18,2,True,T13048,655
Operational issue reported for <SVC>,Cash Management,Switzerland,Incident,Treasury & Cash,T09276,14,2,True,T14086,656
Unclear incident input for <SVC>,Outlook & Email,Switzerland,Incident,Enterprise Applications,T09295,14,5,False,T10164,657
Operational issue reported for <SVC>,NAV Calculation,Nordics,Incident,Valuation & Pricing,T09299,12,2,True,T09606,658
Unclear incident input for <SVC>,Cash Management,France,Incident,Treasury & Cash,T09349,8,4,True,T09729,659
Incident mislabelled as service request in <SVC>,Outlook & Email,Switzerland,Incident,Enterprise Applications,T09437,17,4,False,T10146,660
Incident mislabelled as service request in <SVC>,Securities Settlement,Nordics,Incident,Securities Operations,T09453,17,4,True,T11512,661
Incident mislabelled as service request in <SVC>,Identity & Access Management,France,Incident,Enterprise Applications,T09471,11,4,False,T11682,662
Unclear incident input for <SVC>,Order Management,Luxembourg,Incident,Trading Support,T09478,13,4,True,T09567,663
Operational issue reported for <SVC>,Portfolio Accounting,Switzerland,Incident,Investment Operations,T09501,13,4,True,T09739,664
Operational issue reported for <SVC>,Trading Platform,Nordics,Incident,Investment Operations,T09554,16,2,True,T12706,665
Operational issue reported for <SVC>,Securities Settlement,Germany,Incident,Securities Operations,T09578,20,5,True,T10622,666
Unclear incident input for <SVC>,Regulatory Reporting,France,Incident,Risk & Controls,T09620,11,2,True,T10603,667
Incident mislabelled as service request in <SVC>,Regulatory Reporting,France,Incident,Risk & Controls,T09638,7,1,True,T04598,668
Unclear incident input for <SVC>,Portfolio Accounting,France,Incident,Investment Operations,T09818,18,2,True,T17315,669
Incident mislabelled as service request in <SVC>,Outlook & Email,France,Incident,Enterprise Applications,T09985,25,4,False,T11444,670
Incident mislabelled as service request in <SVC>,Rimes Data Feed,Luxembourg,Incident,Market Data Services,T10061,18,3,True,T10475,671
Operational issue reported for <SVC>,Rimes Data Feed,Nordics,Incident,Market Data Services,T10127,22,8,True,T14615,672
Operational issue reported for <SVC>,Cash Management,Luxembourg,Incident,Treasury & Cash,T10153,19,4,True,T11477,673
Operational issue reported for <SVC>,Rimes Data Feed,Luxembourg,Incident,Market Data Services,T10231,12,2,True,T16566,674
Unclear incident input for <SVC>,Risk & Compliance Monitoring,Germany,Incident,Risk & Controls,T10239,15,5,True,T15031,675
Incident mislabelled as service request in <SVC>,Order Management,Luxembourg,Incident,Trading Support,T10350,13,2,True,T15367,676
Incident mislabelled as service request in <SVC>,Portfolio Accounting,France,Incident,Investment Operations,T10440,13,3,True,T11292,677
Operational issue reported for <SVC>,Outlook & Email,Germany,Incident,Enterprise Applications,T10543,12,3,False,T11106,678
Operational issue reported for <SVC>,Trading Platform,Switzerland,Incident,Investment Operations,T10588,15,2,True,T18778,679
Unclear incident input for <SVC>,SimCorp Dimension,Luxembourg,Incident,Enterprise Applications,T10664,16,1,True,T05007,680
Operational issue reported for <SVC>,Outlook & Email,Nordics,Incident,Enterprise Applications,T10724,18,2,False,T17052,681
Incident mislabelled as service request in <SVC>,Risk & Compliance Monitoring,France,Incident,Risk & Controls,T10765,7,2,True,T18579,682
Unclear incident input for <SVC>,Trading Platform,Switzerland,Incident,Investment Operations,T10836,13,6,True,T11224,683
Operational issue reported for <SVC>,Risk & Compliance Monitoring,Switzerland,Incident,Risk & Controls,T10873,19,6,True,T12583,684
Unclear incident input for <SVC>,Tax Reporting,Switzerland,Incident,Tax & Reporting,T10887,12,4,False,T14027,685
Operational issue reported for <SVC>,Rimes Data Feed,France,Incident,Market Data Services,T10916,5,2,True,T11262,686
Incident mislabelled as service request in <SVC>,Order Management,Switzerland,Incident,Trading Support,T10919,20,5,True,T12163,687
Unclear incident input for <SVC>,SimCorp Dimension,France,Incident,Enterprise Applications,T10976,7,2,True,T17244,688
Incident mislabelled as service request in <SVC>,Regulatory Reporting,Luxembourg,Incident,Risk & Controls,T11176,18,5,True,T12351,689
Incident mislabelled as service request in <SVC>,Client Reporting,Germany,Incident,Client Services,T11331,20,4,True,T15626,690
Unclear incident input for <SVC>,Securities Settlement,Luxembourg,Incident,Securities Operations,T11388,18,3,True,T11609,691
Operational issue reported for <SVC>,Trade Matching,France,Incident,Investment Operations,T11435,9,1,True,T05677,692
Operational issue reported for <SVC>,Cash Management,Nordics,Incident,Treasury & Cash,T11721,13,1,True,T05368,693
Unclear incident input for <SVC>,Risk & Compliance Monitoring,Luxembourg,Incident,Risk & Controls,T11898,15,4,True,T15479,694
Unclear incident input for <SVC>,Trade Matching,Germany,Incident,Investment Operations,T11964,9,2,True,T18717,695
Operational issue reported for <SVC>,Tax Reporting,Switzerland,Incident,Tax & Reporting,T11996,20,3,False,T17506,696
Operational issue reported for <SVC>,Regulatory Reporting,Switzerland,Incident,Risk & Controls,T12281,17,4,True,T12423,697
Incident mislabelled as service request in <SVC>,Cash Management,Luxembourg,Incident,Treasury & Cash,T12337,15,2,True,T16584,698
Incident mislabelled as service request in <SVC>,Fund Pricing,France,Incident,Valuation & Pricing,T12403,19,3,True,T14646,699
Unclear incident input for <SVC>,Trade Matching,Luxembourg,Incident,Investment Operations,T12468,17,6,True,T12591,700
Incident mislabelled as service request in <SVC>,Trade Matching,Luxembourg,Incident,Investment Operations,T12531,16,2,True,T13967,701
Unclear incident input for <SVC>,NAV Calculation,Germany,Incident,Valuation & Pricing,T12795,10,5,True,T14444,702
Operational issue reported for <SVC>,CRM & Client Portal,Luxembourg,Incident,Client Services,T13054,13,2,False,T16891,703
Unclear incident input for <SVC>,Order Management,Switzerland,Incident,Trading Support,T13183,10,2,True,T13897,704
Incident mislabelled as service request in <SVC>,Corporate Actions,Nordics,Incident,Securities Operations,T13343,13,2,True,T14493,705
Operational issue reported for <SVC>,Trade Matching,Switzerland,Incident,Investment Operations,T13383,13,3,True,T15747,706
Operational issue reported for <SVC>,Corporate Actions,Switzerland,Incident,Securities Operations,T13395,12,2,True,T16456,707
Incident mislabelled as service request in <SVC>,Client Reporting,France,Incident,Client Services,T13535,14,4,True,T13609,708
Operational issue reported for <SVC>,Portfolio Accounting,Nordics,Incident,Investment Operations,T13542,13,3,True,T14383,709
Incident mislabelled as service request in <SVC>,Portfolio Accounting,Switzerland,Incident,Investment Operations,T13612,10,1,True,T05229,710
Unclear incident input for <SVC>,Corporate Actions,Luxembourg,Incident,Securities Operations,T13713,12,5,True,T14002,711
Operational issue reported for <SVC>,Trading Platform,Germany,Incident,Investment Operations,T13792,14,1,True,T05009,712
Incident mislabelled as service request in <SVC>,Rimes Data Feed,Nordics,Incident,Market Data Services,T13973,14,4,True,T17068,713
Incident mislabelled as service request in <SVC>,Rimes Data Feed,Switzerland,Incident,Market Data Services,T14107,13,2,True,T17516,714
Operational issue reported for <SVC>,SharePoint & File Storage,Switzerland,Incident,Enterprise Applications,T14185,11,3,False,T15792,715
Incident mislabelled as service request in <SVC>,SimCorp Dimension,France,Incident,Enterprise Applications,T14193,14,3,True,T14224,716
Operational issue reported for <SVC>,Tax Reporting,Germany,Incident,Tax & Reporting,T14275,10,1,False,T04700,717
Operational issue reported for <SVC>,Trading Platform,France,Incident,Investment Operations,T14421,17,2,True,T15651,718
Incident mislabelled as service request in <SVC>,Client Reporting,Nordics,Incident,Client Services,T14431,10,2,True,T15070,719
Incident mislabelled as service request in <SVC>,Corporate Actions,France,Incident,Securities Operations,T14600,11,4,True,T15269,720
Unclear incident input for <SVC>,Tax Reporting,Nordics,Incident,Tax & Reporting,T14688,13,1,False,T04705,721
Incident mislabelled as service request in <SVC>,NAV Calculation,France,Incident,Valuation & Pricing,T14771,14,3,True,T17466,722
Incident mislabelled as service request in <SVC>,Corporate Actions,Germany,Incident,Securities Operations,T15273,15,2,True,T17716,723
Incident mislabelled as service request in <SVC>,NAV Calculation,Switzerland,Incident,Valuation & Pricing,T15509,8,2,True,T19221,724
Operational issue reported for <SVC>,CRM & Client Portal,Nordics,Incident,Client Services,T15532,14,2,False,T16627,725
Unclear incident input for <SVC>,CRM & Client Portal,France,Incident,Client Services,T15668,20,4,False,T16075,726
Operational issue reported for <SVC>,Outlook & Email,Switzerland,Incident,Enterprise Applications,T16002,15,2,False,T18489,727
Unclear incident input for <SVC>,Cash Management,Nordics,Incident,Treasury & Cash,T16184,16,2,True,T16299,728
Unclear incident input for <SVC>,SharePoint & File Storage,Nordics,Incident,Enterprise Applications,T16740,22,1,False,T04054,729
Unclear incident input for <SVC>,SharePoint & File Storage,Switzerland,Incident,Enterprise Applications,T16741,14,2,False,T17555,730
Operational issue reported for <SVC>,Order Management,France,Incident,Trading Support,T17019,10,3,True,T19202,731
Operational issue reported for <SVC>,Order Management,Luxembourg,Incident,Trading Support,T17150,17,3,True,T19036,732
Incident mislabelled as service request in <SVC>,Trading Platform,France,Incident,Investment Operations,T17398,11,3,True,T18307,733
Unclear incident input for <SVC>,Order Management,France,Incident,Trading Support,T17485,18,2,True,T18583,734
Unclear incident input for <SVC>,Outlook & Email,Nordics,Incident,Enterprise Applications,T17542,15,2,False,T19995,735
Operational issue reported for <SVC>,Cash Management,Germany,Incident,Treasury & Cash,T18922,12,1,True,T04683,736
Incident mislabelled as service request in <SVC>,Cash Management,Nordics,Incident,Treasury & Cash,T19188,15,1,True,T04024,737
Incorrect incident title for service request in <SVC>,Securities Settlement,Germany,Service Request,Securities Operations,T00009,4,0,True,T02335,738
General request for <SVC> with unclear details,Identity & Access Management,Switzerland,Service Request,Enterprise Applications,T00040,3,0,False,T00638,739
Incorrect incident title for service request in <SVC>,Trade Matching,Nordics,Service Request,Investment Operations,T00047,5,0,True,T01603,740
Access removal requested for <SVC>,Portfolio Accounting,Switzerland,Service Request,Investment Operations,T00064,8,0,True,T01219,741
Incorrect incident title for service request in <SVC>,Regulatory Reporting,Germany,Service Request,Risk & Controls,T00070,3,0,True,T01835,742
General request for <SVC> with unclear details,Portfolio Accounting,Switzerland,Service Request,Investment Operations,T00080,2,0,True,T01053,743
Access removal requested for <SVC>,Trade Matching,Germany,Service Request,Investment Operations,T00088,7,0,True,T01347,744
Incorrect incident title for service request in <SVC>,Portfolio Accounting,Luxembourg,Service Request,Investment Operations,T00128,4,0,True,T00618,745
