ticket_id,signature_id,rank,neighbour_ticket_id,similarity,neighbour_tie_group_size,neighbour_n_with_resolution
T08760,459,8,T04506,0.6443,77,16
T08760,459,9,T05018,0.6394,61,17
T08760,459,10,T05012,0.637,67,10
T08761,363,1,T04052,1.0,892,211
T08761,363,2,T04144,0.95,820,183
T08761,363,3,T04035,0.95,805,206
T08761,363,4,T04093,0.95,873,209
T08761,363,5,T04072,0.95,822,196
T08761,363,6,T00261,0.5364,227,56
T08761,363,7,T00049,0.4864,238,62
T08761,363,8,T00067,0.4864,227,49
T08761,363,9,T00099,0.4864,269,57
T08761,363,10,T00026,0.4864,250,67
T08762,372,1,T04093,1.0,873,209
T08762,372,2,T04144,0.95,820,183
T08762,372,3,T04072,0.95,822,196
T08762,372,4,T04035,0.95,805,206
T08762,372,5,T04052,0.95,892,211
T08762,372,6,T00067,0.5364,227,49
T08762,372,7,T00261,0.4864,227,56
T08762,372,8,T00099,0.4864,269,57
T08762,372,9,T00049,0.4864,238,62
T08762,372,10,T00026,0.4864,250,67
T08763,615,1,T07610,1.0,60,15
T08763,615,2,T04616,0.95,67,17
T08763,615,3,T04739,0.95,72,14
T08763,615,4,T04013,0.95,77,18
T08763,615,5,T04281,0.95,93,28
T08763,615,6,T04133,0.7284,86,20
T08763,615,7,T04506,0.7153,77,16
T08763,615,8,T04914,0.6784,103,26
T08763,615,9,T04126,0.6784,81,20
T08763,615,10,T05095,0.6784,69,8
T08764,411,1,T04327,1.0,23,6
T08764,411,2,T04585,0.95,11,2
T08764,411,3,T07246,0.95,14,6
T08764,411,4,T08149,0.95,12,4
T08764,411,5,T09620,0.95,11,2
T08764,411,6,T07392,0.7264,16,4
T08764,411,7,T08455,0.6764,14,6
T08764,411,8,T11898,0.6764,15,4
T08764,411,9,T10239,0.6764,15,5
T08764,411,10,T05779,0.6764,17,5
T08765,475,1,T04890,1.0,93,18
T08765,475,2,T05303,0.95,78,16
T08765,475,3,T04939,0.95,62,14
T08765,475,4,T04596,0.95,93,20
T08765,475,5,T04384,0.95,61,14
T08765,475,6,T04390,0.7301,70,12
T08765,475,7,T04923,0.6801,79,20
T08765,475,8,T06995,0.6801,75,14
T08765,475,9,T04160,0.6801,77,16
T08765,475,10,T06513,0.6801,81,21
T08766,510,1,T05278,1.0,85,26
T08766,510,2,T04897,0.95,79,19
T08766,510,3,T05143,0.95,78,14
T08766,510,4,T04506,0.95,77,16
T08766,510,5,T04615,0.95,74,25
T08766,510,6,T05095,0.72,69,8
T08766,510,7,T04013,0.7153,77,18
T08766,510,8,T04133,0.67,86,20
T08766,510,9,T04070,0.67,75,19
T08766,510,10,T04914,0.67,103,26
T08767,498,1,T05086,1.0,77,17
T08767,498,2,T04143,0.95,80,20
T08767,498,3,T04100,0.95,74,17
T08767,498,4,T05885,0.95,79,18
T08767,498,5,T05018,0.95,61,17
T08767,498,6,T04347,0.6658,76,20
T08767,498,7,T04596,0.6657,93,20
T08767,498,8,T04699,0.6446,83,16
T08767,498,9,T04182,0.6446,64,16
T08767,498,10,T04976,0.6394,90,20
T08768,375,1,T04120,1.0,101,25
T08768,375,2,T04362,0.95,82,23
T08768,375,3,T04611,0.95,68,12
T08768,375,4,T04786,0.95,91,20
T08768,375,5,T04688,0.95,78,24
T08768,375,6,T06000,0.7318,87,21
T08768,375,7,T05886,0.7318,77,17
T08768,375,8,T04193,0.6818,90,20
T08768,375,9,T04624,0.6818,82,19
T08768,375,10,T04558,0.6818,86,23
T08769,360,1,T04035,1.0,805,206
T08769,360,2,T04072,0.95,822,196
T08769,360,3,T04052,0.95,892,211
T08769,360,4,T04093,0.95,873,209
T08769,360,5,T04144,0.95,820,183
T08769,360,6,T00026,0.5364,250,67
T08769,360,7,T00067,0.4864,227,49
T08769,360,8,T00099,0.4864,269,57
T08769,360,9,T00261,0.4864,227,56
T08769,360,10,T00049,0.4864,238,62
T08770,483,1,T04939,1.0,62,14
T08770,483,2,T04890,0.95,93,18
T08770,483,3,T05303,0.95,78,16
T08770,483,4,T04596,0.95,93,20
T08770,483,5,T04384,0.95,61,14
T08770,483,6,T04923,0.7301,79,20
T08770,483,7,T04160,0.6801,77,16
T08770,483,8,T06995,0.6801,75,14
T08770,483,9,T06513,0.6801,81,21
T08770,483,10,T04390,0.6801,70,12
T08771,366,1,T04072,1.0,822,196
T08771,366,2,T04144,0.95,820,183
T08771,366,3,T04093,0.95,873,209
T08771,366,4,T04035,0.95,805,206
T08771,366,5,T04052,0.95,892,211
T08771,366,6,T00049,0.5364,238,62
T08771,366,7,T00261,0.4864,227,56
T08771,366,8,T00067,0.4864,227,49
T08771,366,9,T00099,0.4864,269,57
T08771,366,10,T00026,0.4864,250,67
T08772,564,1,T06484,1.0,12,2
T08772,564,2,T04774,0.95,11,3
T08772,564,3,T05165,0.95,22,5
T08772,564,4,T05500,0.95,18,1
T08772,564,5,T12403,0.95,19,3
T08772,564,6,T07584,0.7166,18,4
T08772,564,7,T15509,0.6666,8,2
T08772,564,8,T14771,0.6666,14,3
T08772,564,9,T07492,0.6666,9,1
T08772,564,10,T04849,0.6666,17,7
T08773,514,1,T05334,1.0,68,15
T08773,514,2,T04699,0.95,83,16
T08773,514,3,T04679,0.95,63,17
T08773,514,4,T04623,0.95,77,18
T08773,514,5,T04122,0.95,78,22
T08773,514,6,T04228,0.6632,66,15
T08773,514,7,T04143,0.6446,80,20
T08773,514,8,T05303,0.6422,78,16
T08773,514,9,T04076,0.637,65,13
T08773,514,10,T04580,0.637,76,18
T08774,477,1,T04897,1.0,79,19
T08774,477,2,T04506,0.95,77,16
T08774,477,3,T05278,0.95,85,26
T08774,477,4,T04615,0.95,74,25
T08774,477,5,T05143,0.95,78,14
T08774,477,6,T04914,0.72,103,26
T08774,477,7,T04281,0.7153,93,28
T08774,477,8,T04126,0.67,81,20
T08774,477,9,T04070,0.67,75,19
T08774,477,10,T04133,0.67,86,20
T08775,413,1,T04330,1.0,18,4
T08775,413,2,T07145,0.95,11,5
T08775,413,3,T10664,0.95,16,1
T08775,413,4,T06319,0.95,15,5
T08775,413,5,T10976,0.95,7,2
T08775,413,6,T17542,0.6556,15,2
T08775,413,7,T04163,0.652,13,5
T08775,413,8,T16740,0.6428,22,1
T08775,413,9,T08785,0.6383,17,5
T08775,413,10,T04327,0.6361,23,6
T08776,416,1,T04359,1.0,73,16
T08776,416,2,T05493,0.95,76,19
T08776,416,3,T04277,0.95,84,21
T08776,416,4,T05969,0.95,81,16
T08776,416,5,T04077,0.95,76,21
T08776,416,6,T04133,0.6377,86,20
T08776,416,7,T07610,0.6327,60,15
T08776,416,8,T04175,0.6261,76,23
T08776,416,9,T04506,0.6241,77,16
T08776,416,10,T05018,0.5907,61,17
T08777,402,1,T04272,1.0,68,18
T08777,402,2,T04076,0.95,65,13
T08777,402,3,T04148,0.95,76,17
T08777,402,4,T04186,0.95,75,19
T08777,402,5,T04697,0.95,72,17
T08777,402,6,T04694,0.732,82,24
T08777,402,7,T04242,0.682,82,15
T08777,402,8,T05654,0.682,86,17
T08777,402,9,T04080,0.682,72,23
T08777,402,10,T04507,0.682,65,23
T08778,648,1,T10657,1.0,17,5
T08778,648,2,T04338,0.95,23,6
T08778,648,3,T12281,0.95,17,4
T08778,648,4,T05550,0.95,17,4
T08778,648,5,T05428,0.95,17,4
T08778,648,6,T07463,0.734,12,2
T08778,648,7,T10873,0.684,19,6
T08778,648,8,T04183,0.684,20,6
T08778,648,9,T07256,0.684,19,4
T08778,648,10,T04045,0.684,18,6
T08779,444,1,T04616,1.0,67,17
T08779,444,2,T04739,0.95,72,14
T08779,444,3,T07610,0.95,60,15
T08779,444,4,T04281,0.95,93,28
T08779,444,5,T04013,0.95,77,18
T08779,444,6,T04070,0.7284,75,19
T08779,444,7,T04615,0.7153,74,25
T08779,444,8,T04126,0.6784,81,20
T08779,444,9,T04914,0.6784,103,26
T08779,444,10,T05095,0.6784,69,8
T08780,363,1,T04052,1.0,892,211
T08780,363,2,T04144,0.95,820,183
T08780,363,3,T04035,0.95,805,206
T08780,363,4,T04093,0.95,873,209
T08780,363,5,T04072,0.95,822,196
T08780,363,6,T00261,0.5364,227,56
T08780,363,7,T00049,0.4864,238,62
T08780,363,8,T00067,0.4864,227,49
T08780,363,9,T00099,0.4864,269,57
T08780,363,10,T00026,0.4864,250,67
T08781,388,1,T04169,1.0,78,27
T08781,388,2,T04063,0.95,72,16
T08781,388,3,T04193,0.95,90,20
T08781,388,4,T06000,0.95,87,21
T08781,388,5,T04624,0.95,82,19
T08781,388,6,T04580,0.732,76,18
T08781,388,7,T04688,0.7318,78,24
T08781,388,8,T05886,0.682,77,17
T08781,388,9,T04558,0.682,86,23
T08781,388,10,T04399,0.682,87,19
T08782,557,1,T06235,1.0,13,1
T08782,557,2,T04502,0.95,21,6
T08782,557,3,T15668,0.95,20,4
T08782,557,4,T06652,0.95,25,7
T08782,557,5,T08390,0.95,19,2
T08782,557,6,T06103,0.6648,14,7
T08782,557,7,T10887,0.6255,12,4
T08782,557,8,T09295,0.6202,14,5
T08782,557,9,T04542,0.6168,13,3
T08782,557,10,T04212,0.6148,15,6
T08783,363,1,T04052,1.0,892,211
T08783,363,2,T04144,0.95,820,183
T08783,363,3,T04035,0.95,805,206
T08783,363,4,T04093,0.95,873,209
T08783,363,5,T04072,0.95,822,196
T08783,363,6,T00261,0.5364,227,56
T08783,363,7,T00049,0.4864,238,62
T08783,363,8,T00067,0.4864,227,49
T08783,363,9,T00099,0.4864,269,57
T08783,363,10,T00026,0.4864,250,67
T08784,443,1,T04615,1.0,74,25
T08784,443,2,T05278,0.95,85,26
T08784,443,3,T05143,0.95,78,14
T08784,443,4,T04897,0.95,79,19
T08784,443,5,T04506,0.95,77,16
T08784,443,6,T04070,0.72,75,19
T08784,443,7,T04616,0.7153,67,17
T08784,443,8,T04126,0.67,81,20
T08784,443,9,T05095,0.67,69,8
T08784,443,10,T04133,0.67,86,20
T08785,649,1,T11987,1.0,17,5
T08785,649,2,T04212,0.95,15,6
T08785,649,3,T04750,0.95,15,4
T08785,649,4,T04530,0.95,25,7
T08785,649,5,T06103,0.95,14,7
T08785,649,6,T04327,0.6684,23,6
T08785,649,7,T04502,0.6648,21,6
T08785,649,8,T16184,0.6447,16,2
T08785,649,9,T04738,0.6447,12,3
T08785,649,10,T07063,0.6383,19,3
T08786,383,1,T04148,1.0,76,17
T08786,383,2,T04186,0.95,75,19
T08786,383,3,T04272,0.95,68,18
T08786,383,4,T04076,0.95,65,13
T08786,383,5,T04697,0.95,72,17
T08786,383,6,T04080,0.732,72,23
T08786,383,7,T04242,0.682,82,15
T08786,383,8,T04694,0.682,82,24
T08786,383,9,T05654,0.682,86,17
T08786,383,10,T04507,0.682,65,23
T08787,735,1,T17542,1.0,15,2
T08787,735,2,T09295,0.95,14,5
T08787,735,3,T08134,0.95,15,5
T08787,735,4,T06432,0.95,16,3
T08787,735,5,T08451,0.95,19,4
T08787,735,6,T04163,0.7277,13,5
T08787,735,7,T16740,0.7184,22,1
T08787,735,8,T04542,0.6777,13,3
T08787,735,9,T05423,0.6777,29,14
T08787,735,10,T05390,0.6777,17,4
T08788,445,1,T04623,1.0,77,18
T08788,445,2,T05334,0.95,68,15
T08788,445,3,T04679,0.95,63,17
T08788,445,4,T04699,0.95,83,16
T08788,445,5,T04122,0.95,78,22
T08788,445,6,T04591,0.6632,84,19
T08788,445,7,T04100,0.6446,74,17
T08788,445,8,T04384,0.6422,61,14
T08788,445,9,T04386,0.637,78,15
T08788,445,10,T04274,0.637,67,21
T08789,380,1,T04136,1.0,79,18
T08789,380,2,T04274,0.95,67,21
T08789,380,3,T04135,0.95,76,19
T08789,380,4,T04581,0.95,76,15
T08789,380,5,T04016,0.95,64,18
T08789,380,6,T04941,0.732,86,21
T08789,380,7,T04288,0.682,69,20
T08789,380,8,T06122,0.682,85,18
T08789,380,9,T04386,0.682,78,15
T08789,380,10,T04976,0.682,90,20
T08790,425,1,T04465,1.0,96,25
T08790,425,2,T07032,0.95,80,18
T08790,425,3,T04902,0.95,68,14
T08790,425,4,T04989,0.95,78,17
T08790,425,5,T05073,0.95,79,20
T08790,425,6,T05086,0.6269,77,17
T08790,425,7,T04699,0.6247,83,16
T08790,425,8,T04182,0.6247,64,16
T08790,425,9,T04596,0.6247,93,20
T08790,425,10,T04306,0.6199,79,17
T08791,416,1,T04359,1.0,73,16
T08791,416,2,T05493,0.95,76,19
T08791,416,3,T04277,0.95,84,21
T08791,416,4,T05969,0.95,81,16
T08791,416,5,T04077,0.95,76,21
T08791,416,6,T04133,0.6377,86,20
T08791,416,7,T07610,0.6327,60,15
T08791,416,8,T04175,0.6261,76,23
T08791,416,9,T04506,0.6241,77,16
T08791,416,10,T05018,0.5907,61,17
T08792,486,1,T04976,1.0,90,20
T08792,486,2,T06122,0.95,85,18
T08792,486,3,T04941,0.95,86,21
T08792,486,4,T04288,0.95,69,20
T08792,486,5,T04386,0.95,78,15
T08792,486,6,T04581,0.732,76,15
T08792,486,7,T04135,0.682,76,19
T08792,486,8,T04136,0.682,79,18
T08792,486,9,T04274,0.682,67,21
T08792,486,10,T04016,0.682,64,18
T08793,363,1,T04052,1.0,892,211
T08793,363,2,T04144,0.95,820,183
T08793,363,3,T04035,0.95,805,206
T08793,363,4,T04093,0.95,873,209
T08793,363,5,T04072,0.95,822,196
T08793,363,6,T00261,0.5364,227,56
T08793,363,7,T00049,0.4864,238,62
T08793,363,8,T00067,0.4864,227,49
T08793,363,9,T00099,0.4864,269,57
T08793,363,10,T00026,0.4864,250,67
T08794,363,1,T04052,1.0,892,211
T08794,363,2,T04144,0.95,820,183
T08794,363,3,T04035,0.95,805,206
T08794,363,4,T04093,0.95,873,209
T08794,363,5,T04072,0.95,822,196
T08794,363,6,T00261,0.5364,227,56
T08794,363,7,T00049,0.4864,238,62
T08794,363,8,T00067,0.4864,227,49
T08794,363,9,T00099,0.4864,269,57
T08794,363,10,T00026,0.4864,250,67
T08795,400,1,T04242,1.0,82,15
T08795,400,2,T04080,0.95,72,23
T08795,400,3,T04694,0.95,82,24
T08795,400,4,T05654,0.95,86,17
T08795,400,5,T04507,0.95,65,23
T08795,400,6,T04697,0.732,72,17
T08795,400,7,T04148,0.682,76,17
T08795,400,8,T04186,0.682,75,19
T08795,400,9,T04272,0.682,68,18
T08795,400,10,T04076,0.682,65,13
T08796,363,1,T04052,1.0,892,211
T08796,363,2,T04144,0.95,820,183
T08796,363,3,T04035,0.95,805,206
T08796,363,4,T04093,0.95,873,209
T08796,363,5,T04072,0.95,822,196
T08796,363,6,T00261,0.5364,227,56
T08796,363,7,T00049,0.4864,238,62
T08796,363,8,T00067,0.4864,227,49
T08796,363,9,T00099,0.4864,269,57
T08796,363,10,T00026,0.4864,250,67
T08797,388,1,T04169,1.0,78,27
T08797,388,2,T04063,0.95,72,16
T08797,388,3,T04193,0.95,90,20
T08797,388,4,T06000,0.95,87,21
T08797,388,5,T04624,0.95,82,19
T08797,388,6,T04580,0.732,76,18
T08797,388,7,T04688,0.7318,78,24
T08797,388,8,T05886,0.682,77,17
T08797,388,9,T04558,0.682,86,23
T08797,388,10,T04399,0.682,87,19
T08798,372,1,T04093,1.0,873,209
T08798,372,2,T04144,0.95,820,183
T08798,372,3,T04072,0.95,822,196
T08798,372,4,T04035,0.95,805,206
T08798,372,5,T04052,0.95,892,211
T08798,372,6,T00067,0.5364,227,49
T08798,372,7,T00261,0.4864,227,56
T08798,372,8,T00099,0.4864,269,57
T08798,372,9,T00049,0.4864,238,62
T08798,372,10,T00026,0.4864,250,67
T08799,382,1,T04144,1.0,820,183
T08799,382,2,T04035,0.95,805,206
T08799,382,3,T04093,0.95,873,209
T08799,382,4,T04052,0.95,892,211
T08799,382,5,T04072,0.95,822,196
T08799,382,6,T00099,0.5364,269,57
T08799,382,7,T00049,0.4864,238,62
T08799,382,8,T00067,0.4864,227,49
T08799,382,9,T00261,0.4864,227,56
T08799,382,10,T00026,0.4864,250,67
T08800,376,1,T04122,1.0,78,22
T08800,376,2,T05334,0.95,68,15
T08800,376,3,T04679,0.95,63,17
T08800,376,4,T04699,0.95,83,16
T08800,376,5,T04623,0.95,77,18
T08800,376,6,T05012,0.6632,67,10
T08800,376,7,T05018,0.6446,61,17
T08800,376,8,T04890,0.6422,93,18
T08800,376,9,T04941,0.637,86,21
T08800,376,10,T04718,0.637,100,22
T08801,417,1,T04362,1.0,82,23
T08801,417,2,T04120,0.95,101,25
T08801,417,3,T04611,0.95,68,12
T08801,417,4,T04688,0.95,78,24
T08801,417,5,T04786,0.95,91,20
T08801,417,6,T04624,0.7318,82,19
T08801,417,7,T04558,0.7318,86,23
T08801,417,8,T04193,0.6818,90,20
T08801,417,9,T04399,0.6818,87,19
T08801,417,10,T05886,0.6818,77,17
T08802,650,1,T14094,1.0,13,3
T08802,650,2,T04034,0.95,12,3
T08802,650,3,T07464,0.95,16,4
T08802,650,4,T05134,0.95,17,7
T08802,650,5,T08466,0.95,12,5
T08802,650,6,T09437,0.7053,17,4
T08802,650,7,T05759,0.7022,15,6
T08802,650,8,T04328,0.6553,14,6
T08802,650,9,T06006,0.6553,14,7
T08802,650,10,T05161,0.6553,14,6
T08803,382,1,T04144,1.0,820,183
T08803,382,2,T04035,0.95,805,206
T08803,382,3,T04093,0.95,873,209
T08803,382,4,T04052,0.95,892,211
T08803,382,5,T04072,0.95,822,196
T08803,382,6,T00099,0.5364,269,57
T08803,382,7,T00049,0.4864,238,62
T08803,382,8,T00067,0.4864,227,49
T08803,382,9,T00261,0.4864,227,56
T08803,382,10,T00026,0.4864,250,67
T08804,424,1,T04429,1.0,17,6
T08804,424,2,T04830,0.95,19,2
T08804,424,3,T14600,0.95,11,4
T08804,424,4,T15273,0.95,15,2
T08804,424,5,T13343,0.95,13,2
T08804,424,6,T06547,0.7166,17,7
T08804,424,7,T06047,0.6666,13,4
T08804,424,8,T05025,0.6666,16,7
T08804,424,9,T06522,0.6666,10,2
T08804,424,10,T09453,0.6666,17,4
T08805,419,1,T04386,1.0,78,15
T08805,419,2,T04288,0.95,69,20
T08805,419,3,T04976,0.95,90,20
T08805,419,4,T04941,0.95,86,21
T08805,419,5,T06122,0.95,85,18
T08805,419,6,T04274,0.732,67,21
T08805,419,7,T04136,0.682,79,18
T08805,419,8,T04016,0.682,64,18
T08805,419,9,T04135,0.682,76,19
T08805,419,10,T04581,0.682,76,15
T08806,370,1,T04080,1.0,72,23
T08806,370,2,T04242,0.95,82,15
T08806,370,3,T05654,0.95,86,17
T08806,370,4,T04694,0.95,82,24
T08806,370,5,T04507,0.95,65,23
T08806,370,6,T04148,0.732,76,17
T08806,370,7,T04272,0.682,68,18
T08806,370,8,T04697,0.682,72,17
T08806,370,9,T04076,0.682,65,13
T08806,370,10,T04186,0.682,75,19
T08807,419,1,T04386,1.0,78,15
T08807,419,2,T04288,0.95,69,20
T08807,419,3,T04976,0.95,90,20
T08807,419,4,T04941,0.95,86,21
T08807,419,5,T06122,0.95,85,18
T08807,419,6,T04274,0.732,67,21
T08807,419,7,T04136,0.682,79,18
T08807,419,8,T04016,0.682,64,18
T08807,419,9,T04135,0.682,76,19
T08807,419,10,T04581,0.682,76,15
T08808,414,1,T04338,1.0,23,6
T08808,414,2,T12281,0.95,17,4
T08808,414,3,T05550,0.95,17,4
T08808,414,4,T08778,0.95,17,5
T08808,414,5,T05428,0.95,17,4
T08808,414,6,T07256,0.734,19,4
T08808,414,7,T04183,0.684,20,6
T08808,414,8,T04045,0.684,18,6
T08808,414,9,T07463,0.684,12,2
T08808,414,10,T10873,0.684,19,6
T08809,559,1,T06310,1.0,23,7
T08809,559,2,T04995,0.95,25,7
T08809,559,3,T09299,0.95,12,2
T08809,559,4,T05367,0.95,22,6
T08809,559,5,T05169,0.95,16,5
T08809,559,6,T07009,0.7375,16,5
T08809,559,7,T05279,0.6875,19,10
T08809,559,8,T05256,0.6875,20,6
T08809,559,9,T04959,0.6875,20,4
T08809,559,10,T04656,0.6875,15,3
T08810,366,1,T04072,1.0,822,196
T08810,366,2,T04144,0.95,820,183
T08810,366,3,T04093,0.95,873,209
T08810,366,4,T04035,0.95,805,206
T08810,366,5,T04052,0.95,892,211
T08810,366,6,T00049,0.5364,238,62
T08810,366,7,T00261,0.4864,227,56
T08810,366,8,T00067,0.4864,227,49
T08810,366,9,T00099,0.4864,269,57
T08810,366,10,T00026,0.4864,250,67
T08811,382,1,T04144,1.0,820,183
T08811,382,2,T04035,0.95,805,206
T08811,382,3,T04093,0.95,873,209
T08811,382,4,T04052,0.95,892,211
T08811,382,5,T04072,0.95,822,196
T08811,382,6,T00099,0.5364,269,57
T08811,382,7,T00049,0.4864,238,62
T08811,382,8,T00067,0.4864,227,49
T08811,382,9,T00261,0.4864,227,56
T08811,382,10,T00026,0.4864,250,67
T08812,363,1,T04052,1.0,892,211
T08812,363,2,T04144,0.95,820,183
T08812,363,3,T04035,0.95,805,206
T08812,363,4,T04093,0.95,873,209
T08812,363,5,T04072,0.95,822,196
T08812,363,6,T00261,0.5364,227,56
T08812,363,7,T00049,0.4864,238,62
T08812,363,8,T00067,0.4864,227,49
T08812,363,9,T00099,0.4864,269,57
T08812,363,10,T00026,0.4864,250,67
T08813,572,1,T06652,1.0,25,7
T08813,572,2,T04502,0.95,21,6
T08813,572,3,T15668,0.95,20,4
T08813,572,4,T06235,0.95,13,1
T08813,572,5,T08390,0.95,19,2
T08813,572,6,T04530,0.6648,25,7
T08813,572,7,T05033,0.6255,15,3
T08813,572,8,T08451,0.6202,19,4
T08813,572,9,T05423,0.6168,29,14
T08813,572,10,T06103,0.6148,14,7
T08814,446,1,T04624,1.0,82,19
T08814,446,2,T04193,0.95,90,20
T08814,446,3,T04169,0.95,78,27
T08814,446,4,T06000,0.95,87,21
T08814,446,5,T04063,0.95,72,16
T08814,446,6,T04558,0.732,86,23
T08814,446,7,T04362,0.7318,82,23
T08814,446,8,T04580,0.682,76,18
T08814,446,9,T04990,0.682,81,23
T08814,446,10,T05886,0.682,77,17
T08815,381,1,T04143,1.0,80,20
T08815,381,2,T04100,0.95,74,17
T08815,381,3,T05018,0.95,61,17
T08815,381,4,T05885,0.95,79,18
T08815,381,5,T05086,0.95,77,17
T08815,381,6,T04051,0.6658,75,24
T08815,381,7,T05303,0.6657,78,16
T08815,381,8,T04228,0.6446,66,15
T08815,381,9,T05334,0.6446,68,15
T08815,381,10,T06122,0.6394,85,18
T08816,366,1,T04072,1.0,822,196
T08816,366,2,T04144,0.95,820,183
T08816,366,3,T04093,0.95,873,209
T08816,366,4,T04035,0.95,805,206
T08816,366,5,T04052,0.95,892,211
T08816,366,6,T00049,0.5364,238,62
T08816,366,7,T00261,0.4864,227,56
T08816,366,8,T00067,0.4864,227,49
T08816,366,9,T00099,0.4864,269,57
T08816,366,10,T00026,0.4864,250,67
T08817,681,1,T10724,1.0,18,2
T08817,681,2,T04237,0.95,12,0
T08817,681,3,T10543,0.95,12,3
T08817,681,4,T16002,0.95,15,2
T08817,681,5,T06721,0.95,17,4
T08817,681,6,T08246,0.7352,23,2
T08817,681,7,T06586,0.7261,11,2
T08817,681,8,T04483,0.6852,16,2
T08817,681,9,T07497,0.6852,18,3
T08817,681,10,T04906,0.6852,10,1
T08818,363,1,T04052,1.0,892,211
T08818,363,2,T04144,0.95,820,183
T08818,363,3,T04035,0.95,805,206
T08818,363,4,T04093,0.95,873,209
T08818,363,5,T04072,0.95,822,196
T08818,363,6,T00261,0.5364,227,56
T08818,363,7,T00049,0.4864,238,62
T08818,363,8,T00067,0.4864,227,49
T08818,363,9,T00099,0.4864,269,57
T08818,363,10,T00026,0.4864,250,67
T08819,363,1,T04052,1.0,892,211
T08819,363,2,T04144,0.95,820,183
T08819,363,3,T04035,0.95,805,206
T08819,363,4,T04093,0.95,873,209
T08819,363,5,T04072,0.95,822,196
T08819,363,6,T00261,0.5364,227,56
T08819,363,7,T00049,0.4864,238,62
T08819,363,8,T00067,0.4864,227,49
T08819,363,9,T00099,0.4864,269,57
T08819,363,10,T00026,0.4864,250,67
T08820,542,1,T05960,1.0,19,4
T08820,542,2,T04161,0.95,26,4
T08820,542,3,T05658,0.95,12,3
T08820,542,4,T06049,0.95,8,3
T08820,542,5,T09578,0.95,20,5
T08820,542,6,T04225,0.7375,21,3
T08820,542,7,T04112,0.6875,30,10
T08820,542,8,T13395,0.6875,12,2
T08820,542,9,T07351,0.6875,9,5
T08820,542,10,T04633,0.6875,19,5
T08821,366,1,T04072,1.0,822,196
T08821,366,2,T04144,0.95,820,183
T08821,366,3,T04093,0.95,873,209
T08821,366,4,T04035,0.95,805,206
T08821,366,5,T04052,0.95,892,211
T08821,366,6,T00049,0.5364,238,62
T08821,366,7,T00261,0.4864,227,56
T08821,366,8,T00067,0.4864,227,49
T08821,366,9,T00099,0.4864,269,57
T08821,366,10,T00026,0.4864,250,67
T08822,488,1,T04990,1.0,81,23
T08822,488,2,T05886,0.95,77,17
T08822,488,3,T04580,0.95,76,18
T08822,488,4,T04558,0.95,86,23
T08822,488,5,T04399,0.95,87,19
T08822,488,6,T04063,0.732,72,16
T08822,488,7,T04611,0.7318,68,12
T08822,488,8,T04169,0.682,78,27
T08822,488,9,T04624,0.682,82,19
T08822,488,10,T06000,0.682,87,21
T08823,366,1,T04072,1.0,822,196
T08823,366,2,T04144,0.95,820,183
T08823,366,3,T04093,0.95,873,209
T08823,366,4,T04035,0.95,805,206
T08823,366,5,T04052,0.95,892,211
T08823,366,6,T00049,0.5364,238,62
T08823,366,7,T00261,0.4864,227,56
T08823,366,8,T00067,0.4864,227,49
T08823,366,9,T00099,0.4864,269,57
T08823,366,10,T00026,0.4864,250,67
T08824,366,1,T04072,1.0,822,196
T08824,366,2,T04144,0.95,820,183
T08824,366,3,T04093,0.95,873,209
T08824,366,4,T04035,0.95,805,206
T08824,366,5,T04052,0.95,892,211
T08824,366,6,T00049,0.5364,238,62
T08824,366,7,T00261,0.4864,227,56
T08824,366,8,T00067,0.4864,227,49
T08824,366,9,T00099,0.4864,269,57
T08824,366,10,T00026,0.4864,250,67
T08825,425,1,T04465,1.0,96,25
T08825,425,2,T07032,0.95,80,18
T08825,425,3,T04902,0.95,68,14
T08825,425,4,T04989,0.95,78,17
T08825,425,5,T05073,0.95,79,20
T08825,425,6,T05086,0.6269,77,17
T08825,425,7,T04699,0.6247,83,16
T08825,425,8,T04182,0.6247,64,16
T08825,425,9,T04596,0.6247,93,20
T08825,425,10,T04306,0.6199,79,17
T08826,360,1,T04035,1.0,805,206
T08826,360,2,T04072,0.95,822,196
T08826,360,3,T04052,0.95,892,211
T08826,360,4,T04093,0.95,873,209
T08826,360,5,T04144,0.95,820,183
T08826,360,6,T00026,0.5364,250,67
T08826,360,7,T00067,0.4864,227,49
T08826,360,8,T00099,0.4864,269,57
T08826,360,9,T00261,0.4864,227,56
T08826,360,10,T00049,0.4864,238,62
T08827,442,1,T04611,1.0,68,12
T08827,442,2,T04120,0.95,101,25
T08827,442,3,T04362,0.95,82,23
T08827,442,4,T04688,0.95,78,24
T08827,442,5,T04786,0.95,91,20
T08827,442,6,T04990,0.7318,81,23
T08827,442,7,T04063,0.7318,72,16
T08827,442,8,T04193,0.6818,90,20
T08827,442,9,T04624,0.6818,82,19
T08827,442,10,T04580,0.6818,76,18
T08828,482,1,T04923,1.0,79,20
T08828,482,2,T06513,0.95,81,21
T08828,482,3,T04390,0.95,70,12
T08828,482,4,T06995,0.95,75,14
T08828,482,5,T04160,0.95,77,16
T08828,482,6,T04939,0.7301,62,14
T08828,482,7,T04890,0.6801,93,18
T08828,482,8,T04596,0.6801,93,20
T08828,482,9,T05303,0.6801,78,16
T08828,482,10,T04384,0.6801,61,14
T08829,651,1,T17047,1.0,11,2
